key,value,definition
seamark:restricted_area:category,nature_reserve,seamark:àrea restringida:categoria	=	reserva natural
healthcare:speciality,naturopathy,especialitat:de_salut	=	naturopatia
seamark:small_craft_facility:category,nautical_club,seamark:instal·lació per a embarcacions petites:categoria	=	club nàutic
seamark:fog_signal:category,nautophone,seamark: senyal de boira: categoria	=	nautòfon
military,naval_base,militar	=	base naval
police,naval_base,policia	=	base naval
seamark:type,navigation_line,marca de mar:tipus	=	línia_navegació
aeroway,navigationaid,via aèria	=	Ajuda a la navegació
military_service,navy,servei militar	=	Armada
route,ncn,ruta	=	ncn
beacon:type,NDB,balisa: tipus	=	NBD
naptan:Bearing,NE,naptan: Tenint NE
archaeological_site,necropolis,lloc arqueològic	=	necròpolis
site_type,necropolis,tipus_lloc	=	necròpolis
species,NECUNOSCUTA,espècies	=	NECUNOSCUTA
valve,needle,vàlvula	=	agulla
leaf_type,needleleaved,tipus_full	=	amb fulles d'agulla
operational_status_quality,needs_maintenance,estat_operatiu_qualitat	=	necessita manteniment
TMC:Direction,negative,TMC:Direcció	=	negatiu
place,neighbourhood,lloc	=	veïnat
historic:civilization,neolithic,històric: civilització	=	neolític
healthcare:speciality,neonatology,sanitat:especialitat	=
damage:event,nepal_earthquake_2015,dany:esdeveniment	=	nepal_terremoto_2015
healthcare:speciality,nephrology,sanitat:especialitat	=
man_made,Nesting_site,fet per l'home	=	Lloc de nidificació
sport,netball,esport	=	bàsquet
type,network,tipus	=	xarxa
healthcare:speciality,neurology,sanitat:especialitat	=
healthcare:speciality,neurophysiology,sanitat:especialitat	=
healthcare:speciality,neuropsychiatry,sanitat:especialitat	=
healthcare:speciality,neurosurgery,sanitat:especialitat	=
shop,new_age,botiga	=	nova era
species,New␣Tree␣Pit,espècies	=	Nou_Arbre_Pou
vending,news_papers,venda	=	diaris
shop,newsagent,botiga	=	venedor de diaris
office,newspaper,oficina	=	diari
vending,newspapers,venda	=	diaris
operator:short,NGCP,operador:curt	NGCP
office,ngo,oficina	=	ong
denomination,nichiren,denominació	=	nichiren
heritage:operator,nid,patrimoni:operador	=	niu
is_in:country,Nigeria,és_a:país Nigèria
amenity,nightclub,amenitat/servei	=	Club nocturn discoteca
species,nigra,espècies	=	negra
addr:community,Nima,adreça:comunitat	=	nima
sport,nine_mens_morris,esport	=	nou mens morris
wood,nipa_palm,fusta	=	palmell nipa
source:hgv:state_network,NJDOT http://www.state.nj.us/transportation/about/rules/pdf/chapter32truckaccess.pdf,font: camions: xarxa_state NJDOT http://www.state.nj.us/transportation/about/rules/pdf/chapter32truckaccess.pdf
source:hgv:state_network,NJDOT␣http://www.state.nj.us/transportation/about/rules/pdf/chapter32truckaccess.pdf,font: hgv: state_network	=	NJDOT_http://www.state.nj.us/transportation/about/rules/pdf/chapter32truckaccess.pdf
zone:maxspeed,NL:30,zona:maxspeed	=	NL:30
zone:maxspeed,NL:60,zona:maxspeed	=	NL:60
political_division,NL:kamerkieskring,divisió política	=	NL:kamerkieskring
zone:traffic,NL:rural,zona:tràfic	=	ÉS:rural
political_division,NL:statenkieskring,divisió política	=	ES:statenkieskring
zone:traffic,NL:urban,zona:tràfic	=	ÉS:urbà
source:maxspeed,NL:zone30,font:velocitat màxima NL:zone30
source:location,NLS.fi Topographic Database,font:ubicació Base de dades topogràfica NLS.fi
road_marking,no,marcació_carretera no Activar sí/no
access,no,accés = no  Activar sí/no
internet_access,no,accés a Internet = no  Activar sí/no
access:roof,no,accés: sostre = no  Activar sí/no
access:delivery,no,accés:lliurament = no  Activar sí/no
managed,no,administrat = no  Activar sí/no
agricultural,no,agrícola = no  Activar sí/no
drinking_water,no,aigua potable = no  Activar sí/no
segregated,no,aïllat = no  Activar sí/no
highspeed,no,alta velocitat = no  Activar sí/no
oneway:bus,no,anada: autobús = no  Activar sí/no
oneway:bicycle,no,anada: bicicleta = no  Activar sí/no
oneway:motorcycle,no,anada: motocicleta = no  Activar sí/no
animated,no,animat = no  Activar sí/no
area,no,àrea = no  Activar sí/no
car,no,auto = no  Activar sí/no
bus,no,autobús = no  Activar sí/no
motorcar,no,automòbil = no  Activar sí/no
expressway,no,Autopista = no  Activar sí/no
highway,no,autopista = no  Activar sí/no
self_service,no,autoservei = no  Activar sí/no
dual_carriageway,no,autovia = no  Activar sí/no
overtaking,no,avançament = no  Activar sí/no
toilets,no,banys = no  Activar sí/no
toilets:handwashing,no,banys: rentat de mans	=	no
barrier,no,barrera	=	no
goods,no,béns	=	no
bicycle,no,bicicleta	=	no
mtb,no,bicicleta de muntanya	=	no
lockable,no,bloquejable	=	no
locked,no,bloquejat	=	no
pump,no,bomba	=	no
shop,no,botiga	=	no
button_operated,no,botó_operat	=	no
wheelchair,no,cadira de rodes	=	no
atm,no,Caixer automàtic	=	no
traffic_calming,no,calmar el trànsit	=	no
gutter,no,canal	=	no
change:backward,no,canvi: al revés	=	no
change:forward,no,canvi: endavant	=	no
change:lanes:forward,no,canviar: carrils: endavant	=	no
change:lanes:backward,no,canviar:carrils:darrere	=	no
capacity:disabled,no,capacitat: deshabilitat	=	no
capacity:parent,no,capacitat: pare	=	no
capacity:women,no,capacitat:dones	=	no
motorroad,no,carretera	=	no
cycleway,no,carril bici	=	no
cycleway:right,no,carril bici: dreta	=	no
cycleway:foot,no,carril bici: peu	=	no
cycleway:both,no,carril bici:tots dos	=	no
carriage,no,carro	=	no
horse,no,cavall	=	no
moped,no,ciclomotor	=	no
cycleway:right:buffer,no,ciclovia:dreta:amortidor	=	no
cycleway:right:oneway,no,ciclovia:dreta:sentit únic	=	no
cycleway:left,no,ciclovia:esquerra	=	no
covered,no,cobert	=	no
bin,no,compartiment	=	no
crop,no,cultiu	=	no
oneway,no,d'una sola mà	=	no
smoking,no,de fumar	=	no
tidal,no,de marea	=	no
dispensing,no,dispensant	=	no
building:fireproof,no,edifici: incombustible	=	no
electrified,no,electrificat	=	no
ship,no,Embarcació	=	no
emergency,no,emergència	=	no
crossing,no,encreuament	=	no
crossing:island,no,encreuament: illa	=	no
crossing:light,no,encreuament: llum	=	no
crossing:barrier,no,encreuament:barrera	=	no
crossing:bell,no,encreuament:campana	=	no
entrance,no,entrada	=	no
delivery,no,entrega	=	no
school:selective,no,escola: selectiva	=	no
shoulder,no,espatlla	=	no
ski,no,esquí	=	no
seasonal,no,estacional	=	no
parking,no,estacionament	=	no
parking:right,no,estacionament: dret	=	no
parking:left,no,estacionament: esquerra	=	no
parking:lane:both,no,estacionament:carril:tots dos	=	no
parking:both,no,estacionament:tots dos	=	no
flour_fortified,no,farina_fortificada	=	no
railway:milestone:catenary_mast,no,ferrocarril: fita: catenary_mast	=	no
railway:milestone:emergency_brake_override,no,ferrocarril: fita: emergency_brake_override	=	no
railway:lzb,no,ferrocarril: lzb	=	no
railway:ballastless,no,ferrocarril: sense balast	=	no
railway:atb,no,ferrocarril:atb	=	no
railway:etcs,no,ferrocarril:etc.	=	no
railway:gnt,no,ferrocarril:gnt	=	no
railway:switch:electric,no,ferrocarril:interruptor:elèctric	=	no
railway:ls,no,ferrocarril:ls	=	no
railway:local_operated,no,ferrocarril:operat_localment	=	no
railway:pzb,no,ferrocarril:pzb	=	no
railway:tbl,no,ferrocarril:tbl	=	no
physically_present,no,físicament present	=	no
FMMP_modified,no,FMMP_modificat	=	no
FMMP_reviewed,no,FMMP_revisat	=	no
kerb,no,frenar	=	no
backup_generator,no,generador_de_respatller	=	no
dog,no,gos	=	no
historic,no,històric	=	no
opening_hours:signed,no,horari_d'obertura:signat	=	no
collection_times:signed,no,horaris de recollida:signat	=	no
lit,no,il·luminat	=	no
indoor,no,interior	=	no
intermittent,no,intermitent	=	no
internet_access:fee,no,internet_access:tarifa	=	no
irrigated,no,irrigat	=	no
LandPro08:reviewed,no,LandPro08: revisat	=	no
toilets:wheelchair,no,lavabos: cadira de rodes	=	no
passing_places,no,llocs de pas	=	no
luminous,no,lluminós	=	no
wholesale,no,majorista	=	no
forklift,no,màquina elevadora	=	no
seamark:radar_reflector,no,marca de mar: reflector de radar	=	no
lane_markings,no,marques_de_carril	=	no
hazmat,no,materials perillosos	=	no
maxspeed,no,màxima velocitat	=	no
median,no,mitjana	=	no
mofa,no,mofa	=	no
motorcycle,no,motocicleta	=	no
snowmobile,no,motoneu	=	no
motorboat,no,motora	=	no
handrail,no,mural	=	no
naptan:verified,no,naptan: verificat	=	no
name:signed,no,nom: signat	=	no
osmarender:render,no,osmarender:renderitzar	=	no
osmarender:renderRef,no,osmarender:renderRef	=	no
osmarender:renderName,no,osmarender:representarNom	=	no
payment:cash,no,Pagament en efectiu	=	no
payment:credit_cards,no,pagament:credit_cards	=	no
payment:debit_cards,no,pagament:targetes_dèbit	=	no
passenger_information_display,no,pantalla_d'informació_del_passatger	=	no
wall,no,paret	=	no
passenger,no,passatger	=	no
park_ride,no,passeig del Parc	=	no
tactile_paving,no,paviment_tactil	=	no
toll,no,peatge	=	no
maxweight:signed,no,pes màxim: signat	=	no
foot,no,peu	=	no
pole,no,pol	=	no
bridge,no,pont	=	no
flood_prone,no,propens a inundar-se	=	no
psv,no,psv	=	no
survey_point:datum_aligned,no,punt d'aixecament: datum alineat	=	no
ramp,no,rampa	=	no
trail_visibility,no,rastre_visibilitat	=	no
recycling:glass,no,reciclatge:vidre	=	no
rednap:nodo,no,rednap: node	=	no
shelter,no,refugi	=	no
backrest,no,respatller	=	no
review,no,revisió	=	no
salt,no,sal	=	no
outdoor_seating,no,seients a l'aire lliure	=	no
noexit,no,Sense sortida	=	no
traffic_signals:vibration,no,senyals_de_tràfic: vibració	=	no
traffic_signals:sound,no,senyals_de_trànsit:so	=	no
drive_through,no,servei al carro	=	no
winter_service,no,servei_d'hivern	=	no
departures_board,no,sortides a bord	=	no
roof:downpipe,no,sostre: baixant	=	no
supervised,no,supervisat	=	no
fee,no,tarifa	=	no
bench,no,taula de treball	=	no
changing_table,no,taula per canviar bolquers	=	no
tiger:reviewed,no,tigre: revisat	=	no
tiger:separated,no,tigre: separat	=	no
building,no,tipus d'edifici	=	no
ferry,no,transportar	=	no
train,no,tren	=	no
tunnel,no,túnel	=	no
oneway:moped,no,unidireccional: ciclomotor	=	no
oneway:mofa,no,unidireccional: mofa	=	no
oneway:psv,no,unidireccional: psv	=	no
boat,no,vaixell	=	no
vehicle,no,vehicle	=	no
motor_vehicle,no,Vehicle de motor	=	no
hgv,no,vhg	=	no
roundtrip,no,viatge anada i tornada	=	no
sidewalk,no,vorera	=	no
sidewalk:right,no,vorera: dreta	=	no
sidewalk:left,no,vorera: esquerra	=	no
air_conditioning,no,aire_condicionat no
armrest,no,reposabraços no
automated,no,automatitzat no
canoe,no,canoa núm
caravans,no,caravanes núm
cash_in,no,cash_in núm
crossing:markings,no,creuament:marques no
crossing:signals,no,encreuament:senyals no
cycleway:both:buffer,no,via_ciclable:ambdues:interferència no
cycleway:left:oneway,no,via_ciclable:esquerra:sentit únic no
cycleway:right:segregated,no,via_ciclable:dreta:segregada no
diet:halal,no,dieta: halal no
diet:kosher,no,dieta: kosher no
diet:vegan,no,dieta: vegà no
door,no,porta no
female,no,femení no
fire_hydrant:diameter:signed,no,hidrant_incendi:diàmetre:signat núm
flashing_lights,no,llums_intermitents no
floating,no,flotant no
generator:solar:tracking,no,generador:solar:seguiment no
geometry:reviewed,no,geometria: revisat núm
hgv:national_network,no,camions:xarxa_nacional no
indoor_seating,no,seients_interiors no
informal,no,informal no
LINZ:reviewed,no,LINZ:revisat no
maxheight:signed,no,alçada_màxima:signed no
maxstay,no,estada màxima no
overtaking:hgv,no,overtaking:camions	no
parking:both:fee,no,aparcament:ambdós:fee	no
parking:fee,no,aparcament:fee	no
parking:left:fee,no,aparcament:esquerra:fee	no
parking:right:fee,no,aparcament:dreta:fee	no
payment:cards,no,pagament:cards	no
payment:cryptocurrencies,no,pagament:cryptocurrencies	no
payment:notes,no,pagament:notes	no
power_supply,no,power_supply	no
railway:atc,no,ferrocarril:atc	no
railway:ctc,no,ferrocarril:ctc	no
railway:evm,no,ferrocarril:evm	no
railway:kvb,no,ferrocarril:kvb	no
railway:ptc,no,ferrocarril:ptc	no
railway:tilting,no,ferrocarril:inclinació no
railway:tvm,no,ferrocarril:tvm no
ramp:wheelchair,no,rampa:cadira de rodes no
recycling:plastic,no,reciclatge:plàstic no
ref:signed,no,ref:signat no
reservation,no,reserva no
sidewalk:both,no,sidewalk:ambdós no
takeaway,no,per emportar no
tourist_bus,no,autobús turístic no
trailblazed,no,sender_traçat no
trolley_wire,no,cable_de_trolei no
nysgissam:review,no matching street nearby,nysgissam:review	no matching carrer nearby
seamark:restricted_area:restriction,no_anchorage,seamark:àrea restringida:restricció	=	sense ancoratge
seamark:notice:category,no_anchoring,marca:avís:categoria	=	sense ancoratge
seamark:restricted_area:restriction,no_anchoring,seamark:àrea restringida:restricció	=	sense ancoratge
seamark:notice:category,no_berthing,marca:avís:categoria	=	sense atracament
seamark:restricted_area:restriction,no_boating,seamark:àrea restringida:restricció	=	sense passejades en pot
seamark:restricted_area:restriction,no_diving,seamark:àrea restringida:restricció	=	no bussejar
seamark:notice:category,no_entry,marca:avís:categoria	=	No hi ha entrada
seamark:restricted_area:restriction,no_entry,seamark:àrea restringida:restricció	=	No hi ha entrada
seamark:buoy_special_purpose:category,no_entry,seamark:boia propòsit especial:categoria	=	No hi ha entrada
seamark:restricted_area:restriction,no_fishing,seamark:àrea restringida:restricció	=	no pescar
restriction,no_left_turn,restricció	=	no_girar_a_l'esquerra
parking:lane:right,no_parking,estacionament:carril:dreta	=	No estacionar
parking:lane:left,no_parking,estacionament:carril:esquerra	=	No estacionar
parking:lane:both,no_parking,estacionament:carril:tots dos	=	No estacionar
parking:both:restriction,no_parking,aparcament:ambdós:restriction	no_aparcament
parking:left:restriction,no_parking,aparcament:esquerra:restriction	no_aparcament
parking:right:restriction,no_parking,aparcament:dreta:restriction	no_aparcament
restriction,no_right_turn,restricció	=	sense gir a la dreta
restriction,no_right_turn_on_red,restricció	=	no girar a la dreta en vermell
parking:lane:right,no_stopping,estacionament:carril:dreta	=	sense parar
parking:lane:left,no_stopping,estacionament:carril:esquerra	=	sense parar
parking:lane:both,no_stopping,estacionament:carril:tots dos	=	sense parar
parking:both:restriction,no_stopping,aparcament:ambdós:restriction	no_stopping
parking:left:restriction,no_stopping,aparcament:esquerra:restriction	no_stopping
parking:right:restriction,no_stopping,aparcament:dreta:restriction	no_stopping
restriction,no_straight_on,restricció	=	no_straight_on
restriction,no_u_turn,restricció	=	No el teu torn
seamark:restricted_area:category,no_wake,seamark:àrea restringida:categoria	=	sense despertar
seamark:restricted_area:restriction,no_wake,seamark:àrea restringida:restricció	=	sense despertar
change:lanes,no|no,canviar carrils	=	no|no
foot,no␣@␣(Mo-Su␣18:00-07:00),peu	=	no_@_(Lu-Do_18:00-07:00)
nysgissam:review,no␣matching␣street␣nearby,nysgissam: revisió	=	sin_coincidència_carrer_cercana
mechanical_coupling,nodding_donkey,acoblament mecànic	=	ruc assentint
type,node,tipus	=	node
network:type,node_network,tipus de xarxa	=	node_xarxa
wall,noise_barrier,paret	=	barrera_soroll
outlet,noise_barrier,presa de corrent	=	barrera de soroll
seamark:restricted_area:category,noise_limit,seamark:àrea restringida:categoria	=	límit de soroll
source:name,Nomenclator Geográfico Básico de España,font:nom Nomenclátor Geográfico de Municipios y Entidades de Población
source:name,Nomenclátor Geográfico de Municipios y Entidades de Población,font:name NSW LPI Base Map
seamark:wreck:category,non-dangerous,marca:naufragi:categoria	=	no perillós
office,non-governmental_organization,oficina	=	organització no governamental
road_marking,none,marcació_carretera cap
canvec:STRUCTYPE,None,canvec:TIPUS D'ESTRUCTURA	=	Cap
cycleway,none,carril bici	=	cap
lit:perceived,none,encès: percebut	=	cap
maxspeed,none,màxima velocitat	=	cap
religion,none,religió	=	cap
footway,none,senda	=	cap
sidewalk,none,vorera	=	cap
maxweight:conditional,none @ destination,pes màxim:condicional cap a la destinació
maxweightrating:hgv:conditional,none @ destination,classificació de pes màxim:camió pesant:condicional cap a la destinació
turn:lanes,none|none|merge_to_left,gir:carrils	=	cap|cap|combinar_a_l'esquerra
turn:lanes,none|none|right,gir:carrils cap|cap|dreta
turn:lanes,none|none|slight_right,gir:carrils	=	cap|cap|lleugeri_bé
cuisine,noodle,cuina	=	fideus
trees,nopal_plants,arbres	=	plantes_de_nopal
piste:type,nordic,pista: tipus	=	nòrdic
route,nordic_walking,ruta	=	caminada nòrdica
railway:signal:distant:height,normal,ferrocarril:senyal:distant:alçada	=	normal
